mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
10	10	1/2	1/2	4/4	4	1	V(4)/v		d	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
10	10	3/4	3/4	4/4	4	1	V/v		d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
11	11	0	0	4/4	4	1	i/v|PAC}		d	i		i/v	i				v	PAC	}	m	1	1	1, -2, 2		1	1
11	11	1/8	1/8	4/4	4	1	{		d	i									{		1	1				
11	11	1/2	1/2	4/4	4	1	IV6(2)		d	i		IV6(2)	IV		6	2				M	1	1	3, 0, 1		-1	3
11	11	3/4	3/4	4/4	4	1	IV6		d	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
11	11	7/8	7/8	4/4	4	1	viio		d	i		viio	vii	o						o	1	1	-2, -5, -8		-2	-2
12	12	0	0	4/4	4	1	i(4)		d	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
12	12	1/4	1/4	4/4	4	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
12	12	3/8	3/8	4/4	4	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
12	12	1/2	1/2	4/4	4	1	IV6(2)/VI		d	i		IV6(2)/VI	IV		6	2	VI			M	1	1	-1, -4, -3		-5	-1
12	12	3/4	3/4	4/4	4	1	IV6/VI		d	i		IV6/VI	IV		6		VI			M	1	1	-1, -4, -5		-5	-1
12	12	7/8	7/8	4/4	4	1	viio/VI		d	i		viio/VI	vii	o			VI			o	1	1	1, -2, -5		1	1
13	13	0	0	4/4	4	1	VI(4)		d	i		VI(4)	VI			4				M	1	1	-4, 2, -3		-4	-4
13	13	1/4	1/4	4/4	4	1	VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
13	13	3/8	3/8	4/4	4	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
13	13	1/2	1/2	4/4	4	1	IV		d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
13	13	3/4	3/4	4/4	4	1	V(4)		d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
13	13	15/16	15/16	4/4	4	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
14	14	0	0	4/4	4	1	i|PAC}{		d	i		i	i					PAC	}{	m	1	1	0, -3, 1		0	0
14	14	1/2	1/2	4/4	4	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
14	14	3/4	3/4	4/4	4	1	i/v		d	i		i/v	i				v			m	1	1	1, -2, 2		1	1
15	15	0	0	4/4	4	1	V(4)/v		d	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
15	15	1/4	1/4	4/4	4	1	V/v		d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
15	15	1/2	1/2	4/4	4	1	i/v|PAC}{		d	i		i/v	i				v	PAC	}{	m	1	1	1, -2, 2		1	1
16	16	0	0	4/4	4	1	V/v		d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
16	16	1/4	1/4	4/4	4	1	#viio		d	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
16	16	1/2	1/2	4/4	4	1	i(9)		d	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
16	16	3/4	3/4	4/4	4	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
17	17	0	0	4/4	4	1	V(4)		d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
17	17	1/4	1/4	4/4	4	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
17	17	1/2	1/2	4/4	4	1	i|PAC}{		d	i		i	i					PAC	}{	m	1	1	0, -3, 1		0	0
18	18	0	0	4/4	4	1	V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
18	18	1/2	1/2	4/4	4	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
19	19	0	0	4/4	4	1	III.V7		d	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
19	19	1/2	1/2	4/4	4	1	I		d	III		I	I							M	1	0	0, 4, 1		0	0
19	19	7/8	7/8	4/4	4	1	I6		d	III		I6	I		6					M	1	0	4, 1, 0		0	4
20	20	0	0	4/4	4	1	IV(9)		d	III		IV(9)	IV			9				M	1	0	-1, 3, 0	1	-1	-1
20	20	1/4	1/4	4/4	4	1	IV		d	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
20	20	3/8	3/8	4/4	4	1	ii6		d	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
20	20	1/2	1/2	4/4	4	1	V7		d	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
20	20	3/4	3/4	4/4	4	1	vi		d	III		vi	vi							m	1	0	3, 0, 4		3	3
21	21	0	0	4/4	4	1	ii65		d	III		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
21	21	1/4	1/4	4/4	4	1	V		d	III		V	V							M	1	0	1, 5, 2		1	1
21	21	1/2	1/2	4/4	4	1	I|PAC}{		d	III		I	I					PAC	}{	M	1	0	0, 4, 1		0	0
22	22	0	0	4/4	4	1	V		d	III		V	V							M	1	0	1, 5, 2		1	1
22	22	1/2	1/2	4/4	4	1	ii		d	III		ii	ii							m	1	0	2, -1, 3		2	2
23	23	0	0	4/4	4	1	i.i		d	i		i	i							m	1	1	0, -3, 1		0	0
23	23	1/2	1/2	4/4	4	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
23	23	5/8	5/8	4/4	4	1	#viio64	V2	d	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
23	23	3/4	3/4	4/4	4	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
23	23	7/8	7/8	4/4	4	1	ii%7		d	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
24	24	0	0	4/4	4	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
24	24	1/8	1/8	4/4	4	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
24	24	1/4	1/4	4/4	4	1	V(4)		d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
24	24	3/8	3/8	4/4	4	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
24	24	1/2	1/2	4/4	4	1	i|PAC}		d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
24	24	5/8	5/8	4/4	4	1	{		d	i									{		1	1				
24	24	3/4	3/4	4/4	4	1	VI6		d	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
25	25	0	0	4/4	4	1	V6(2)	#viio7	d	i		V6(2)	V		6	2				M	1	1	5, 2, -4		1	5
25	25	1/4	1/4	4/4	4	1	v6		d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
25	25	1/2	1/2	4/4	4	1	IV6	#vi%7	d	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
25	25	3/4	3/4	4/4	4	1	iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
26	26	0	0	4/4	4	1	V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
26	26	1/4	1/4	4/4	4	1	V(64)		d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
26	26	1/2	1/2	4/4	4	1	V(4)		d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
26	26	3/4	3/4	4/4	4	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
27	27	0	0	4/4	4	1	i|PAC}{		d	i		i	i					PAC	}{	m	1	1	0, -3, 1		0	0
27	27	1/2	1/2	4/4	4	1	V6		d	i		V6	V		6					M	1	1	5, 2, 1		1	5
27	27	3/4	3/4	4/4	4	1	v6		d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
28	28	0	0	4/4	4	1	IV6(2)		d	i		IV6(2)	IV		6	2				M	1	1	3, 0, 1		-1	3
28	28	1/4	1/4	4/4	4	1	iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
28	28	1/2	1/2	4/4	4	1	V(#64)		d	i		V(#64)	V			#64				M	1	1	1, 0, 2	4	1	1
28	28	3/4	3/4	4/4	4	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
29	29	0	0	4/4	4	1	#viio(2)	ii%2	d	i		#viio(2)	#vii	o		2				o	1	1	0, 2, -1		5	0
29	29	1/4	1/4	4/4	4	1	v.i6		d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
29	29	1/2	1/2	4/4	4	1	#viio6(2)		d	v		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
29	29	3/4	3/4	4/4	4	1	#viio6		d	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
30	30	0	0	4/4	4	1	i|PAC}{		d	v		i	i					PAC	}{	m	1	1	0, -3, 1		0	0
30	30	1/2	1/2	4/4	4	1	V6		d	v		V6	V		6					M	1	1	5, 2, 1		1	5
30	30	3/4	3/4	4/4	4	1	v6		d	v		v6	v		6					m	1	1	-2, 2, 1		1	-2
31	31	0	0	4/4	4	1	IV6(2)	#vi%7	d	v		IV6(2)	IV		6	2				M	1	1	3, 0, 1		-1	3
31	31	1/4	1/4	4/4	4	1	iv6		d	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
31	31	1/2	1/2	4/4	4	1	i.#viio6(2)		d	i		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
31	31	3/4	3/4	4/4	4	1	#viio6		d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
32	32	0	0	4/4	4	1	i|PAC}{		d	i		i	i					PAC	}{	m	1	1	0, -3, 1		0	0
32	32	1/2	1/2	4/4	4	1	i/v		d	i		i/v	i				v			m	1	1	1, -2, 2		1	1
33	33	0	0	4/4	4	1	V/V		d	i		V/V	V				V			M	1	1	2, 6, 3		2	2
33	33	1/4	1/4	4/4	4	1	#viio		d	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
33	33	1/2	1/2	4/4	4	1	I(9)		d	i		I(9)	I			9				M	1	1	0, 4, 1	2	0	0
33	33	3/4	3/4	4/4	4	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
34	34	0	0	4/4	4	1	V(4)		d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
34	34	1/4	1/4	4/4	4	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
34	34	1/2	1/2	4/4	4	1	i|PAC}		d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
